date,title,newspaper
2020-09-28,‘Farm bills are for corporate firms’,hindu
2020-09-28,President gives assent to farm Bills,hindu
2020-09-28,Manickam Tagore stirs enthusiasm in party men,hindu
2020-09-28,"Akali Dal on ‘course correction’ in Punjab, say political analysts",hindu
2020-09-28,Bihar Cong. president booked for violating COVID-19 norms,hindu
2020-09-28,SAD asks parties to fight for farmers,hindu
2020-09-28,"Farmers can now break free of APMC shackles, says PM",hindu
2020-09-28,Bihar Cong. chief booked for flouting virus norms,hindu
2020-09-28,Congress dares BJP allies to oppose govt over farm legislations,timesofindia
2020-09-28,Water released for irrigation of single crop areas in three districts,hindu
2020-09-28,Former public servants bat for farm Bills,tribune-nation
2020-09-28,Battle for Bihar,hindu
2020-09-28,"Home-bound man from MP strays 2,000 km into Chatra",timesofindia
2020-09-28,"Now, police in 3 west UP districts scramble to seize properties of gangsters",timesofindia
2020-09-28,"Pune: Woman murdered, two arrested and one detained",timesofindia
2020-09-28,"After crash, pandemic now sends chicken prices soaring in Bengaluru",timesofindia
2020-09-29,Two suspected criminals arrested after separate encounters with police,hindustantimes
2020-09-29,"Rajya Sabha MP, former minister among 290 test positive for Covid in HP",hindustantimes
2020-09-29,"AAP launches ‘Gram sabha bulao, pind bachao’ in Ludhiana",hindustantimes
2020-09-29,Farm laws like a stab in farmers' hearts; West India company has come in: Rahul Gandhi,deccanherald
2020-09-29,"Codify MSP, remove doubts",deccanherald
2020-09-29,"Farm laws to curb black money, says PM Narendra Modi",deccanherald
2020-09-29,Farmers decide to intensify 'rail roko' agitation,deccanherald
2020-09-29,DH Radio | The Lead: Congress leader Manish Tewari on the politics behind farm laws and protests,deccanherald
2020-09-29,"There is no end to the debate on farm laws, says Finance Minister Nirmala Sitharaman",deccanherald
2020-09-29,How the new farm bills are exploitative,hindustantimes
2020-09-29,District administration proposes pedestrian-friendly changes for Delhi-Gurgaon Expressway,hindustantimes
2020-09-29,10 farm fires detected in Fatehabad over 3 days,hindustantimes
2020-09-29,"New farm laws won’t affect existing mandi system, MSP: BJP Kisan Morcha chief",hindustantimes
2020-09-29,Land pooling policy to boost industrial growth in Gautam Budh Nagar,hindustantimes
2020-09-29,"Ludhiana: Controversy over farm bills merely a distraction, says BJP state president",hindustantimes
2020-09-29,Mixed response to bandh call in Dharwad,hindu
2020-09-29,Farm laws opposed by Congress-NCP present new dilemma for Uddhav Thackeray,hindustantimes
2020-09-29,"In farm bill protest, Cong finds a new inspiration: Arun Jaitley",hindustantimes
2020-09-29,"As protests by farmers grow, BJD to form panel to study new farm laws",hindustantimes
2020-09-29,Open to one more stimulus if necessary: Nirmala Sitharaman,hindustantimes
2020-09-29,Oppn creating row over issues not in the laws: Gajendra Shekhawat,hindustantimes
2020-09-29,Congress states look to bypass new farm laws,hindustantimes
2020-09-29,BJP plans farm outreach to counter Oppn’s drive,hindustantimes
2020-09-29,Punjab set to move Supreme Court on farm laws as stir intensifies,hindustantimes
2020-09-29,"On new farm laws, Rahul Gandhi holds ‘Kisaan Ki Baat’ with farmers",hindustantimes
2020-09-29,Crop burning: No end in sight,hindustantimes
2020-09-29,Piles of garbage turn Haridwar’s ponds into crocodile nesting sites,timesofindia
2020-09-29,Bandh evokes poor response in coastal districts,timesofindia
2020-09-29,"Al-Qaeda suspect has no criminal history in UP, says ATS",timesofindia
2020-09-29,"As crushing season nears, sugarcane farmers seek higher SAP for the crop",timesofindia
2020-09-29,Those opposing farm Bills don't want farmers to have freedom of selling produce in open market: Modi,tribune-nation
2020-09-29,Farm laws have to be opposed for country’s future: Rahul,tribune-nation
2020-09-29,"Andhra farmers to get free bore wells, motors",tribune-nation
2020-09-29,Fractional increase in PM2.5 could raise Covid death rate by 8%: Plea,timesofindia
2020-09-29,Punjab farmers’ protest clicks with virtual followers,hindustantimes
2020-09-29,‘They are insulting farmers’: PM Modi on protesters burning tractors at India Gate over farm laws,hindustantimes
2020-09-29,"Environment ministers of Punjab, Haryana, 3 other states to meet on October 1 over air pollution",tribune-haryana
2020-09-29,"Clamour for Dushyant, Ranjit Chautala’s resignations grow louder",hindustantimes
2020-09-29,"Glut in Haryana mandis as arhtiyas, mill owners refuse to cooperate in paddy procurement",hindustantimes
2020-09-29,"Paddy procurement begins early: Farmers, arhtiyas in Ambala allege absence of arrangements in mandis",hindustantimes
2020-09-29,Mohali DC orders FIRs against agents bringing paddy from other states,hindustantimes
2020-09-29,Rules go up in smoke as farm fires rage in Punjab,hindustantimes
2020-09-29,Delhi HC wants Centre’s response on plea to stop stubble burning,hindustantimes
2020-09-29,Andhra CM’s 3-capital plan creates troubles for Vijayawada airport expansion,hindustantimes
2020-09-29,Prior registration must for farmers bringing produce from outside for procurement in Haryana,tribune-haryana
2020-09-29,"Sitharaman slams Sonia Gandhi’s advice to party-ruled states on farm bills, cites Congress manifesto",hindustantimes
2020-09-29,"Protest against farm laws continues in Amritsar, Punjab",hindustantimes
2020-09-29,"On PM Modi’s ‘insulting farmers’ remark over farm law protest, Kapil Sibal responds with ‘SAD dumped you’ jibe",hindustantimes
2020-09-29,"Farm bills, black money, MSP: Here’s what PM Modi said at Namami Gange Mission project launch",hindustantimes
2020-09-29,State environment ministers to meet on Oct 1 to review air pollution management plan,hindustantimes
2020-09-29,Officials locked up in Karnal mandi,tribune-haryana
2020-09-29,Abhay Chautala praises SAD patron for snapping ties with BJP,tribune-haryana
2020-09-29,Farmers protest non-procurement of paddy,tribune-haryana
2020-09-29,‘Source of black money blocked’: PM shreds Opposition on farm law protests,hindustantimes
2020-09-29,Punjab’s Capt Amarinder to fight farm laws on all fronts,hindustantimes
2020-09-29,"Environment ministers of Punjab, Haryana, 3 other states to meet on October 1 over air pollution",tribune-punjab
2020-09-29,Protesting farmers’ bodies to keep distance from political parties,tribune-punjab
2020-09-29,Congress Ranchi rally against farm laws,telegraph
2020-09-29,"Gehlot submits memo, Pilot hits out at Centre over agri laws",timesofindia
2020-09-29,Amarinder meets representatives of 31 farmers' unions; assures them all legal steps will be taken,tribune-punjab
2020-09-29,"Anti-farmer laws must be repealed, Congress tells Maharashtra governor",timesofindia
2020-09-29,Gujarat: Congress members protest farm bills,timesofindia
2020-09-29,Work hard to ensure NDA’s victory in Bihar: RCP Singh,timesofindia
2020-09-29,"Congress MP challenges farm bills in SC, Punjab likely to follow suit",timesofindia
2020-09-29,"Sacrifices made by farmers have gone waste, say Congress MPs",hindu
2020-09-29,Haryana Congress asks President to repeal Acts,hindu
2020-09-29,Delhi Congress leaders detained ahead of protest against farm Acts,hindu
2020-09-29,"BJP’s twofold agenda: drum up support for farm Acts, attack AAP",hindu
2020-09-29,Low-lying power lines pose threat to life,hindu
2020-09-29,Modi govt wants to chain us to big money: Bengal farmers,telegraph
2020-09-29,Cong. leaders denied entry into Raj Bhavan,hindu
2020-09-29,President urged to revoke consent to farm Act,hindu
2020-09-29,"Mixed response in Yadgir, Raichur dists.",hindu
2020-09-29,"Poor response to bandh call in Dakshina Kannada, Udupi",hindu
2020-09-29,Good response in Kalyana Karnataka,hindu
2020-09-29,DMK stages protests against farm Acts,hindu
2020-09-29,"DMK, allies for withdrawal of farm Acts",hindu
2020-09-29,Corporates will decide prices of commodities: MP,hindu
2020-09-29,Do not allow Bt brinjal trial: Stalin,hindu
2020-09-29,‘Ready to challenge farm laws in court’,hindu
2020-09-29,Mixed response to Karnataka bandh,hindu
2020-09-29,Land acquisition order gifted govt. laxity: CJI,hindu
2020-09-29,"Bring new farm laws, Sonia tells Cong. CMs",hindu
2020-09-29,YSR Jala Kala to benefit about six lakh farmers in Prakasam,hindu
2020-09-29,MLAs’ absence to hit Odisha session ,telegraph
2020-09-29,Discontent brews against farm laws in Himachal,timesofindia
2020-09-29,Kerala Cong MP urges SC to quash farm laws,telegraph
2020-09-29,Make MSP a legal right: Congress to Centre,tribune-punjab
2020-09-29,Paddy worth Rs 10 cr procured in 48 hours: Centre,tribune-punjab
2020-09-29,"Post ordinances, debt pushed 65 farmers to suicide in Punjab",tribune-punjab
2020-09-29,Corporates feel farmers’ heat,tribune-punjab
2020-09-29,Abhay Chautala praises SAD patron for snapping ties with BJP,tribune-punjab
2020-09-29,Congress holds tractor rally in Chandigarh against farm laws,tribune-punjab
2020-09-29,Lockdown-hit labour edgy as farm stir rages,tribune-punjab
2020-09-29,"Will consult lawyers, says Punjab Chief Minister",tribune-punjab
2020-09-29,‘Neutral’ Naveen Patnaik tries to reassure farmers,telegraph
2020-09-29,Centre failed to read situation: Harsimrat Kaur Badal,tribune-punjab
2020-09-29,"In Malwa, cotton selling below MSP",tribune-punjab
2020-09-29,Crop purchased in only 10 Jalandhar mandis,tribune-punjab
2020-09-29,Farming will be ‘taken over’ by big houses,tribune-punjab
2020-09-29,Navjot Singh Sidhu asks Punjab farmers to elect ‘own MLAs’,tribune-punjab
2020-09-29,"Opposition wants only middlemen to thrive, not farmers: PM Modi",deccanherald
2020-09-29,Sonia Gandhi asks Congress-ruled states to circumvent farm bills,telegraph
2020-09-29,Capt Amarinder Singh trying to defame Punjab farmers’ struggle: SAD,tribune-punjab
2020-09-29,"Farm laws must be opposed for country's future, says Rahul",telegraph
2020-09-29,Telangana: TRS plays it safe on farm laws’ protests,timesofindia
2020-09-29,"Employee of private finance company kills himself after taking loan, accuses firm of harassment",timesofindia
2020-09-29,"Centre interfering in rights of states, says Kanimozhi",timesofindia
2020-09-29,Modi attacks Opposition for insulting farmers ,telegraph
2020-09-29,Stir largely peaceful across Karnataka,timesofindia
2020-09-29,Karnataka government to push farm and labour ordinances,timesofindia
2020-09-29,"Cong men not allowed to meet guv, detained",timesofindia
2020-09-29,TRS has no right to protest farm bills: BJP,timesofindia
2020-09-29,Social distancing to the wind at Cong protest against farm laws,timesofindia
2020-09-29,Bandh gets mixed response in NK,timesofindia
2020-09-29,"Farm laws, noteban, GST to disempower farmers, workers: Rahul Gandhi",deccanherald
2020-09-30,Ticket seekers wait outside netas’ bungalows in Bihar,timesofindia
2020-09-30,Tyre tube used for crossing river,timesofindia
2020-09-30,Could have remained at large my entire life: Delhi Police SI after surrendering,timesofindia
2020-09-30,Bihar will shower trust on us: Owaisi,timesofindia
2020-09-30,"Pomegranates costlier than apples in Pune, poor supply after rain damages fruit",timesofindia
2020-09-30,BJP campaign to create awareness on farm laws,timesofindia
2020-09-30,‘Captain inciting farmers to save his face for not fulfilling promises’,timesofindia
2020-09-30,"Customers soar for FPOs at Kallikudi market, but wholesale traders unmoved",timesofindia
2020-09-30,Pay 1-3% extra for choice of flat in Delhi Development Authority localities,timesofindia
2020-09-30,"Congress sets in motion organisational polls, asks states to update list of AICC delegates",hindustantimes
2020-09-30,DMK Rajya Sabha MP moves SC against newly-enacted farm Acts,tribune-nation
2020-09-30,‘There will be competition to give better terms and prices to farmers’,hindu
2020-09-30,MSP will not be applicable: Congress,hindu
2020-09-30,‘Reconsider paddy procurement price’,hindu
2020-09-30,Kateel meets grieving Suresh Angadi family,hindu
2020-09-30,Ex-civil servants express support for new farm laws,hindu
2020-09-30,Change of job and realisation of a dream,hindu
2020-09-30,MSP for all crops will be announced tomorrow: Jagan,hindu
2020-09-30,"Farm Acts will trigger more suicides, say Congress leaders",hindu
2020-09-30,APCC urges President to repeal three farm Acts,hindu
2020-09-30,Arvind: TRS fears losing control over farmers,hindu
2020-09-30,"Farmer groups meet Punjab CM, discuss next course of action",hindu
2020-09-30,APMC traders put off indefinite protest,hindu
2020-09-30,Managing the global commons,hindu
2020-09-30,"Vested interests are opposing farm sector reforms, says PM",hindu
2020-09-30,DDA proposal bats for ‘housing for all’ in city,hindu
2020-09-30,Bajra procurement in Haryana from October 1,hindustantimes
2020-09-30,Maharashtra stays August order issued for implementation of farm reform laws,hindustantimes
2020-09-30,Uttarakhand Congress president booked for violating Covid norms during protest against farm bills,hindustantimes
2020-09-30,"Uttarakhand’s ‘man-eater’ leopard killed two people, shot dead",hindustantimes
2020-09-30,Friendship that bridged tunnel of hope at Rohtang,hindustantimes
2020-09-30,Maharashtra Cabinet may discuss farm bill issue today,hindustantimes
2020-09-30,Punjab farmers resort to early stubble burning for sowing veggies,hindustantimes
2020-09-30,Farmer stir hits Punjab’s Covid-19 testing pace,hindustantimes
2020-09-30,Delay in procurement triggers farmer protests in Haryana,hindustantimes
2020-09-30,Farm laws: Maharashtra Vikas Aghadi government in a dilemma,hindustantimes
2020-09-30,Four Youth Congress office holders among five more held for burning tractor at India Gate,hindustantimes
